Constituency Name,ConstituencyName (PC all relatives.csv),District Name,DistrictName (PC all relatives.csv),Family ID,FamilyID (PC all relatives.csv),Father/Husband Name,Table Name,UID,States,States Str,Name,Name (PC all relatives.csv),Winning Candidate,Party,pc name,Political Role,PoliticalRole (PC all relatives.csv),Relation,Relation (PC all relatives.csv),Name1,UID(AC/PC all relatives),Relation(AC/PC),state,State Name,StateName (PC all relatives.csv),PoliticalRole(AC and PC),Type,UID (AC all recent relatives.csv),UID (PC all relatives.csv),Years Held,YearsHeld (PC all relatives.csv),YearsHeld(AC/PC),Age,Poll %,Total electors(AC/PC),Total Votes(AC/PC),electors,Margin,Margin %,No,Total Electors,Total Votes,turnout,votes,if Dynasty
,,,,,,,AC_all_winning_cand.csv,MH2024AC198,Maharashtra,Maharashtra,Shirur,,Dnyaneshwar Alias Mauli Aba Katke,Nationalist Congress Party,,,,,,,,,,,,,GEN,,,,,,,0.684,466042,318931,,74550,0.234,198,466042,318931,,,0
Daund,,Pune,,243,,Subhashrao Baburao Kul,AC_all_winning_cand.csv,MH2024AC199,Maharashtra,Maharashtra,Daund,,Kul Rahul Subhashrao,Bharatiya Janta Party,,"MLA, Maharashtra Legislative Assembly (Daund)",,Father,,Subhashrao Baburao Kul,MH2024AC199,Father,,Maharashtra,,"MLA, Maharashtra Legislative Assembly (Daund)",GEN,MH2024AC199,,"Three terms (specific years not all listed, latest before 2014)",,"Three terms (specific years not all listed, latest before 2014)",47,0.737,319311,235479,,13889,0.059,199,319311,235479,,,1
,,,,,,Vithoba Rama Bharane,AC_all_winning_cand.csv,MH2024AC200,Maharashtra,Maharashtra,Indapur,,Dattatraya Vithoba Bharane,Nationalist Congress Party,,,,,,,,,,,,,GEN,,,,,,56,0.774,341485,264351,,19410,0.073,200,341485,264351,,,0
Rajya Sabha (Maharashtra),,Unknown,,246,,Anantrao Govindrao Pawar,AC_all_winning_cand.csv,MH2024AC201,Maharashtra,Maharashtra,Baramati,,Ajit Anantrao Pawar,Nationalist Congress Party,,"Member of Parliament, Rajya Sabha",,Spouse,,Sunetra Pawar,MH2024AC201,Spouse,,Maharashtra,,"Member of Parliament, Rajya Sabha",GEN,MH2024AC201,,2024–Present,,2024–Present,65,0.718,380608,273116,,100899,0.369,201,380608,273116,,,1
,,,,,,Sopanrao Bayaji Shivtare,AC_all_winning_cand.csv,MH2024AC202,Maharashtra,Maharashtra,Purandar,,Vijaybapu Shivtare,Shiv Sena,,,,,,,,,,,,,GEN,,,,,,65,0.61,464017,283144,,24188,0.085,202,464017,283144,,,0
Unknown,,Unknown,,252,,HIRAMAN VISHNU MANDEKAR,AC_all_winning_cand.csv,MH2024AC203,Maharashtra,Maharashtra,Bhor,,Shankar Hiraman Mandekar,Nationalist Congress Party,,None (involved in a public legal incident; no record of holding or contesting office found),,Brother,,Kailas alias Balasaheb Mandekar,MH2024AC203,Brother,,Unknown,,None (involved in a public legal incident; no record of holding or contesting office found),GEN,MH2024AC203,,Unknown,,Unknown,51,0.674,430278,289827,,19638,0.068,203,430278,289827,,,1
,,,,,,Shankarrao Bajirao Shelke,AC_all_winning_cand.csv,MH2024AC204,Maharashtra,Maharashtra,Maval,,Sunil Shankarrao Shelke,Nationalist Congress Party,,,,,,,,,,,,,GEN,,,,,,44,0.716,386172,276366,,108565,0.393,204,386172,276366,,,0
"Chinchwad (MLA), Maval (MP Candidate)",,Pune,,254,,Pandurang Khanduji Jagtap,AC_all_winning_cand.csv,MH2024AC205,Maharashtra,Maharashtra,Chinchwad,,Jagtap Shankar Pandurang,Bharatiya Janta Party,,MLA (Chinchwad) & MP Candidate (Maval),,Brother,,Laxman Pandurang Jagtap,MH2024AC205,Brother,,Maharashtra,,MLA (Chinchwad) & MP Candidate (Maval),GEN,MH2024AC205,,"MLA: 2009-2023, MP Candidate: 2014",,"MLA: 2009-2023, MP Candidate: 2014",50,0.579,663622,384568,,103865,0.27,205,663622,384568,,,1
,,,,,,DADU BANSODE,AC_all_winning_cand.csv,MH2024AC206,Maharashtra,Maharashtra,Pimpri,,Anna Dadu Bansode,Nationalist Congress Party,,,,,,,,,,,,,SC,,,,,,56,0.509,391607,199390,,36664,0.184,206,391607,199390,,,0
,,,,,,KISAN SHANKARRAO LANDGE,AC_all_winning_cand.csv,MH2024AC207,Maharashtra,Maharashtra,Bhosari,,Mahesh (DADA) KISAN LANDGE,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,49,0.613,608425,372719,,63765,0.171,207,608425,372719,,,0
,,,,,,,AC_all_winning_cand.csv,MH2024AC208,Maharashtra,Maharashtra,Vadgaon Sheri,,Bapusaheb Tukaram Pathare,Nationalist Congress Party – Sharadchandra Pawar,,,,,,,,,,,,,GEN,,,,,,,0.556,503539,279750,,4710,0.017,208,503539,279750,,,0
Pune,,Pune,,261,,Anil Gulabrao Shirole,AC_all_winning_cand.csv,MH2024AC209,Maharashtra,Maharashtra,Shivajinagar,,Siddharth Anil Shirole,Bharatiya Janta Party,,Member of Parliament (Lok Sabha),,Father,,Anil Gulabrao Shirole,MH2024AC209,Father,,Maharashtra,,Member of Parliament (Lok Sabha),GEN,MH2024AC209,,2014–2019,,2014–2019,45,0.513,295117,151270,,36702,0.243,209,295117,151270,,,1
,,,,,,Bacchu Appa Patil,AC_all_winning_cand.csv,MH2024AC210,Maharashtra,Maharashtra,Kothrud,,Chandrakant (DADA) BACHHU PATIL,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,65,0.521,440557,229640,,112041,0.488,210,440557,229640,,,0
,,,,,,,AC_all_winning_cand.csv,MH2024AC211,Maharashtra,Maharashtra,Khadakwasala,,Bhimrao Dhondiba Tapkir,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,,0.562,576505,323767,,52322,0.162,211,576505,323767,,,0
Pune Municipal Corporation,,Pune,,264,,Satish Dhondiba Misal,AC_all_winning_cand.csv,MH2024AC212,Maharashtra,Maharashtra,Parvati,,Madhuri Satish Misal,Bharatiya Janta Party,,"Corporator, Pune Municipal Corporation (BJP)",,Husband,,Satish Dhondiba Misal,MH2024AC212,Husband,,Maharashtra,,"Corporator, Pune Municipal Corporation (BJP)",GEN,MH2024AC212,,Until 2003,,Until 2003,60,0.556,360974,200791,,54660,0.272,212,360974,200791,,,1
MLA: Pune Cantonment; MP: Pune,,Pune,,266,,VITTHAL BABURAO TUPE,AC_all_winning_cand.csv,MH2024AC213,Maharashtra,Maharashtra,Hadapsar,,Chetan Vitthal Tupe,Nationalist Congress Party,,"Member of Maharashtra Legislative Assembly, Member of Parliament (Lok Sabha)",,Father,,Vitthal Baburao Tupe,MH2024AC213,Father,,Maharashtra,,"Member of Maharashtra Legislative Assembly, Member of Parliament (Lok Sabha)",GEN,MH2024AC213,,"MLA: 1978-1980, 1980-1985, 1985-1990; MP: 1998-1999",,"MLA: 1978-1980, 1980-1985, 1985-1990; MP: 1998-1999",53,0.503,625675,314531,,7122,0.023,213,625675,314531,,,1
Pune Cantonment,,Pune,,267,,DNYANDEO NAMDEO KAMBLE,AC_all_winning_cand.csv,MH2024AC214,Maharashtra,Maharashtra,Pune Cantonment,,Kamble Sunil Dyandev,Bharatiya Janta Party,,"Minister of State and MLA, Maharashtra",,Brother,,Dilip Kamble,MH2024AC214,Brother,,Maharashtra,,"Minister of State and MLA, Maharashtra",SC,MH2024AC214,,"2014-2019 (Minister of State), Multiple terms as MLA",,"2014-2019 (Minister of State), Multiple terms as MLA",56,0.525,295382,155152,,10320,0.067,214,295382,155152,,,1
,,,,,,Narayan Keshav Rasane,AC_all_winning_cand.csv,MH2024AC215,Maharashtra,Maharashtra,Kasba Peth,,Hemant Narayan Rasane,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,54,0.59,283635,167394,,19423,0.116,215,283635,167394,,,0
,,,,,,YAMAJI SAKHARAM LAHAMATE,AC_all_winning_cand.csv,MH2024AC216,Maharashtra,Maharashtra,Akole,,Dr. Kiran Yamaji Lahamate,Nationalist Congress Party,,,,,,,,,,,,,ST,,,,,,50,0.721,267510,192807,,5556,0.029,216,267510,192807,,,0
,,,,,,DHONDIBA KISAN KHATAL,AC_all_winning_cand.csv,MH2024AC217,Maharashtra,Maharashtra,Sangamner,,Amol Dhondiba Khatal,Shiv Sena,,,,,,,,,,,,,GEN,,,,,,41,0.758,289174,219111,,10560,0.048,217,289174,219111,,,0
Ahmednagar,,Ahmednagar,,271,,VIKHE PATIL EKNATHRAO VITTHALRAO,AC_all_winning_cand.csv,MH2024AC218,Maharashtra,Maharashtra,Shirdi,,Patil Vikhe Radhakrushna Eknathrao,Bharatiya Janta Party,,"Union Minister (Minister of State for Finance, Minister of Heavy Industries & Public Enterprises), Member of Parliament Lok Sabha (Ahmednagar)",,Father,,Eknathrao alias Balasaheb Vikhe Patil,MH2024AC218,Father,,Maharashtra,,"Union Minister (Minister of State for Finance, Minister of Heavy Industries & Public Enterprises), Member of Parliament Lok Sabha (Ahmednagar)",GEN,MH2024AC218,,Multiple terms between the 1970s and 2009,,Multiple terms between the 1970s and 2009,65,0.759,292911,222350,,70282,0.316,218,292911,222350,,,1
Kopargaon,,Ahmadnagar,,275,,Ashokrao Shankarrao Kale,AC_all_winning_cand.csv,MH2024AC219,Maharashtra,Maharashtra,Kopargaon,,Ashutosh Ashokrao Kale,Nationalist Congress Party,,Former Member of Maharashtra Legislative Assembly (MLA),,Father,,Ashokrao Shankarrao Kale,MH2024AC219,Father,,Maharashtra,,Former Member of Maharashtra Legislative Assembly (MLA),GEN,MH2024AC219,,"Unknown (prior to 2019, specific years not listed in current sources)",,"Unknown (prior to 2019, specific years not listed in current sources)",39,0.712,289656,206357,,124624,0.604,219,289656,206357,,,1
,,,,,,Ogale Bhujangrao Tukaram,AC_all_winning_cand.csv,MH2024AC220,Maharashtra,Maharashtra,Shrirampur,,Ogale Hemant Bhujangrao,Indian National Congress,,,,,,,,,,,,,SC,,,,,,44,0.705,309151,218080,,13373,0.061,220,309151,218080,,,0
,,,,,,VAKILRAO BABURAO LANGHE,AC_all_winning_cand.csv,MH2024AC221,Maharashtra,Maharashtra,Nevasa,,Vitthal Vakilrao Langhe,Shiv Sena,,,,,,,,,,,,,GEN,,,,,,57,0.798,283111,226005,,4021,0.018,221,283111,226005,,,0
Shevgaon,,Ahmadnagar,,279,,RAJEEV APPASAHEB RAJALE,AC_all_winning_cand.csv,MH2024AC222,Maharashtra,Maharashtra,Shevgaon,,Monica Rajeev Rajale,Bharatiya Janta Party,,Member of Maharashtra Legislative Assembly (MLA),,Husband,,Rajeev Appasaheb Rajale,MH2024AC222,Husband,,Maharashtra,,Member of Maharashtra Legislative Assembly (MLA),GEN,MH2024AC222,,"2004–2009, 2009–2014",,"2004–2009, 2009–2014",52,0.699,374442,261558,,19043,0.073,222,374442,261558,,,1
,,,,,,KARDILE BHANUDAS NARAYAN,AC_all_winning_cand.csv,MH2024AC223,Maharashtra,Maharashtra,Rahuri,,Kardile Shivaji Bhanudas,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,66,0.748,324059,242507,,34487,0.142,223,324059,242507,,,0
,,,,,,Mahadu Narayan Date,AC_all_winning_cand.csv,MH2024AC224,Maharashtra,Maharashtra,Parner,,Kashinath Mahadu Date Sir,Nationalist Congress Party,,,,,,,,,,,,,GEN,,,,,,70,0.708,350350,247975,,1526,0.006,224,350350,247975,,,0
"Ahmednagar (MLC, Municipality)",,Ahmednagar,,285,,ARUNKAKA BALBHIMRAO JAGTAP,AC_all_winning_cand.csv,MH2024AC225,Maharashtra,Maharashtra,Ahmednagar City,,Sangram Arunkaka Jagtap,Nationalist Congress Party,,"MLC (Maharashtra Legislative Council), Former President of Ahmednagar Municipality, Former Municipal Corporator",,Father,,Arunkaka Balbhimrao Jagtap,MH2024AC225,Father,,Maharashtra,,"MLC (Maharashtra Legislative Council), Former President of Ahmednagar Municipality, Former Municipal Corporator",GEN,MH2024AC225,,"MLC: 2016-2022; President: Unknown-Unknown (5 years), Municipal Corporator: Multiple terms",,"MLC: 2016-2022; President: Unknown-Unknown (5 years), Municipal Corporator: Multiple terms",39,0.639,316794,202505,,39618,0.196,225,316794,202505,,,1
Shrigonda,,Ahmadnagar,,289,,PACHPUTE BABANRAO BHIKAJI,AC_all_winning_cand.csv,MH2024AC226,Maharashtra,Maharashtra,Shrigonda,,Pachpute Vikram Babanrao,Bharatiya Janta Party,,"MLA, Maharashtra; Minister of Tribal Development (2009–2013); Minister of Forests (2004–2009); Minister of Home Affairs (1991–1992)",,Father,,Babanrao Bhikaji Pachpute,MH2024AC226,Father,,Maharashtra,,"MLA, Maharashtra; Minister of Tribal Development (2009–2013); Minister of Forests (2004–2009); Minister of Home Affairs (1991–1992)",GEN,MH2024AC226,,1980–2024 (multiple terms); various ministerial tenures as indicated,,1980–2024 (multiple terms); various ministerial tenures as indicated,39,0.743,339526,252257,,37156,0.147,226,339526,252257,,,1
"Baramati (Lok Sabha), Maharashtra Legislative Assembly (various)",,Pune,,290,,RAJENDRA DINKARRAO PAWAR,AC_all_winning_cand.csv,MH2024AC227,Maharashtra,Maharashtra,Karjat Jamkhed,,Rohit Pawar,Nationalist Congress Party – Sharadchandra Pawar,,"Member of Parliament, Union Minister, Chief Minister of Maharashtra, Founder–President of Nationalist Congress Party",,Granduncle,,Sharad Pawar,MH2024AC227,Granduncle,,Maharashtra,,"Member of Parliament, Union Minister, Chief Minister of Maharashtra, Founder–President of Nationalist Congress Party",GEN,MH2024AC227,,1967–present (various roles),,1967–present (various roles),39,0.756,347303,262449,,1243,0.005,227,347303,262449,,,1
Georai,,Bid,,297,,SHIVAJIRAO ANKUSHRAO PANDIT,AC_all_winning_cand.csv,MH2024AC228,Maharashtra,Maharashtra,Georai,,Vijaysinh Shivajirao Pandit,Nationalist Congress Party,,"Former Minister, Maharashtra; MLA, Georai",,Father,,Shivajirao Ankushrao Pandit,MH2024AC228,Father,,Maharashtra,,"Former Minister, Maharashtra; MLA, Georai",GEN,MH2024AC228,,"Multiple terms, 1990s–2000s",,"Multiple terms, 1990s–2000s",47,0.731,379909,277853,,42390,0.153,228,379909,277853,,,1
Majalgaon,,Bid,,299,,SUNADARRAO SOLANKE,AC_all_winning_cand.csv,MH2024AC229,Maharashtra,Maharashtra,Majalgaon,,Prakash (DADA) SUNADARRAO SOLANKE,Nationalist Congress Party,,"Deputy Chief Minister of Maharashtra, Senior Leader of Indian National Congress",,Father,,Sundarrao Solanke,MH2024AC229,Father,,Maharashtra,,"Deputy Chief Minister of Maharashtra, Senior Leader of Indian National Congress",GEN,MH2024AC229,,"1978-1980 (Deputy Chief Minister), multiple terms as MLA",,"1978-1980 (Deputy Chief Minister), multiple terms as MLA",70,0.677,352279,238457,,5899,0.025,229,352279,238457,,,1
Beed (various local bodies),,Bid,,300,,RAVINDRA SONAJIRAO KSHIRSAGAR,AC_all_winning_cand.csv,MH2024AC230,Maharashtra,Maharashtra,Beed,,Sandeep Ravindra Kshirsagar,Nationalist Congress Party – Sharadchandra Pawar,,"Former politician; held various posts in Beed local administration, including involvement in cooperative sector politics",,Father,,Ravindra Sonajirao Kshirsagar,MH2024AC230,Father,,Maharashtra,,"Former politician; held various posts in Beed local administration, including involvement in cooperative sector politics",GEN,MH2024AC230,,"Exact years unknown, noted as active prior to 2010; leadership in local bodies",,"Exact years unknown, noted as active prior to 2010; leadership in local bodies",43,0.63,384101,242084,,5324,0.022,230,384101,242084,,,1
,,,,,,RAMCHANDRA NIVRUTTI DHAS,AC_all_winning_cand.csv,MH2024AC231,Maharashtra,Maharashtra,Ashti,,Dhas Suresh Ramchandra,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,54,0.741,386358,286237,,77975,0.272,231,386358,286237,,,0
Kaij,,Bid,,307,,AKSHAY NANDKISHOR MUNDADA,AC_all_winning_cand.csv,MH2024AC232,Maharashtra,Maharashtra,Kaij,,Namita Akshay Mundada,Bharatiya Janta Party,,Cabinet Minister; Member of Maharashtra Legislative Assembly,,Mother-in-law,,Dr. Vimal Mundada,MH2024AC232,Mother-in-law,,Maharashtra,,Cabinet Minister; Member of Maharashtra Legislative Assembly,SC,MH2024AC232,,1990–2012,,1990–2012,35,0.64,387221,248015,,2687,0.011,232,387221,248015,,,1
Beed (Lok Sabha),,Beed,,308,,PANDITRAO PANDURANGRAO MUNDE,AC_all_winning_cand.csv,MH2024AC233,Maharashtra,Maharashtra,Parli,,Dhananjay Panditrao Munde,Nationalist Congress Party,,"Union Minister, Deputy Chief Minister of Maharashtra, Lok Sabha MP",,Uncle,,Gopinath Munde,MH2024AC233,Uncle,,Maharashtra,,"Union Minister, Deputy Chief Minister of Maharashtra, Lok Sabha MP",GEN,MH2024AC233,,1995-1999 (Deputy CM); 2009-2014 (MP); 2014 (Union Minister),,1995-1999 (Deputy CM); 2009-2014 (MP); 2014 (Union Minister),49,0.756,337976,255638,,140224,0.549,233,337976,255638,,,1
Pune,,Pune,,311,,KASHIRAM DADARAO KARAD,AC_all_winning_cand.csv,MH2024AC234,Maharashtra,Maharashtra,Latur Rural,,Ramesh Kashiram Karad,Bharatiya Janta Party,,"Contested Lok Sabha Election (Pune, 2014); Known for public political involvement at national level",,Paternal Uncle,,Vishwanath Karad,MH2024AC234,Paternal Uncle,,Maharashtra,,"Contested Lok Sabha Election (Pune, 2014); Known for public political involvement at national level",GEN,MH2024AC234,,2014 (contested); years of involvement in educational-political activism: ongoing,,2014 (contested); years of involvement in educational-political activism: ongoing,57,0.702,334605,234967,,6595,0.028,234,334605,234967,,,1
"Latur (Assembly), Rajya Sabha",,Latur,,312,,VILASRAO DAGDOJIRAO DESHMUKH,AC_all_winning_cand.csv,MH2024AC235,Maharashtra,Maharashtra,Latur City,,Amit Vilasrao Deshmukh,Indian National Congress,,Chief Minister of Maharashtra; Union Cabinet Minister; Member of Maharashtra Legislative Assembly; Member of Rajya Sabha,,Father,,Vilasrao Dagadojirao Deshmukh,MH2024AC235,Father,,Maharashtra,,Chief Minister of Maharashtra; Union Cabinet Minister; Member of Maharashtra Legislative Assembly; Member of Rajya Sabha,GEN,MH2024AC235,,"1999-2003, 2004-2008 (CM); various ministerial terms 1995-2012",,"1999-2003, 2004-2008 (CM); various ministerial terms 1995-2012",48,0.631,400034,252493,,7398,0.029,235,400034,252493,,,1
,,,,,,MOHANRAO KISHANRAO PATIL,AC_all_winning_cand.csv,MH2024AC236,Maharashtra,Maharashtra,Ahmadpur,,Babasaheb Mohanrao Patil,Nationalist Congress Party,,,,,,,,,,,,,GEN,,,,,,65,0.691,348743,240906,,31669,0.131,236,348743,240906,,,0
,,,,,,BABURAO PREMNATH BANSODE,AC_all_winning_cand.csv,MH2024AC237,Maharashtra,Maharashtra,Udgir,,Sanjay Baburao Bansode,Nationalist Congress Party,,,,,,,,,,,,,SC,,,,,,52,0.679,323261,219444,,93214,0.425,237,323261,219444,,,0
Nilanga,,Latur,,317,,DILIPRAO SHIVAJIRAO PATIL NILANGEKAR,AC_all_winning_cand.csv,MH2024AC238,Maharashtra,Maharashtra,Nilanga,,Nilangekar Sambhaji Diliprao Patil,Bharatiya Janta Party,,"Chief Minister of Maharashtra, MLA multiple terms",,Grandfather,,Shivajirao Patil Nilangekar,MH2024AC238,Grandfather,,Maharashtra,,"Chief Minister of Maharashtra, MLA multiple terms",GEN,MH2024AC238,,"MLA: Multiple terms (1960s–2000s), Chief Minister: 3 June 1985 – 6 March 1986",,"MLA: Multiple terms (1960s–2000s), Chief Minister: 3 June 1985 – 6 March 1986",47,0.663,331797,220067,,13740,0.062,238,331797,220067,,,1
,,,,,,Dattatray Baburao Pawar,AC_all_winning_cand.csv,MH2024AC239,Maharashtra,Maharashtra,Ausa,,Abhimanyu Dattatray Pawar,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,53,0.693,304307,210816,,33462,0.159,239,304307,210816,,,0
,,,,,,Virbhadrayya Gurupadaya Swami,AC_all_winning_cand.csv,MH2024AC240,Maharashtra,Maharashtra,Umarga,,Pravin Virbhadrayya Swami (SIR),Shiv Sena (Uddhav Balasaheb Thackrey),,,,,,,,,,,,,SC,,,,,,48,0.623,315394,196443,,3965,0.02,240,315394,196443,,,0
Osmanabad,,Osmanabad,,322,,PADMASINHA BAJIRAO PATIL,AC_all_winning_cand.csv,MH2024AC241,Maharashtra,Maharashtra,Tuljapur,,Ranajagjitsinha Padmasinha Patil,Bharatiya Janta Party,,"Former Home Minister of Maharashtra, MLA multiple times, Deputy Speaker, Leader of Opposition, State President NCP (Sharad Pawar group)",,Father,,Padmasinha Bajirao Patil,MH2024AC241,Father,,Maharashtra,,"Former Home Minister of Maharashtra, MLA multiple times, Deputy Speaker, Leader of Opposition, State President NCP (Sharad Pawar group)",GEN,MH2024AC241,,"1978-2019 (multiple terms, various posts)",,"1978-2019 (multiple terms, various posts)",52,0.675,383077,258720,,36879,0.143,241,383077,258720,,,1
,,,,,,BALASAHEB BHAURAO PATIL,AC_all_winning_cand.csv,MH2024AC242,Maharashtra,Maharashtra,Osmanabad,,Kailas Balasaheb Ghadge Patil,Shiv Sena (Uddhav Balasaheb Thackrey),,,,,,,,,,,,,GEN,,,,,,43,0.644,374768,241414,,36566,0.151,242,374768,241414,,,0
,,,,,,JAYAWANT MARUTI SAWANT,AC_all_winning_cand.csv,MH2024AC243,Maharashtra,Maharashtra,Paranda,,Prof.Dr.Tanaji Jayawant Sawant,Shiv Sena,,,,,,,,,,,,,GEN,,,,,,60,0.704,330773,233027,,1509,0.006,243,330773,233027,,,0
,,,,,,Patil Govindrao Gangaram,AC_all_winning_cand.csv,MH2024AC244,Maharashtra,Maharashtra,Karmala,,Narayan (ABA) GOVINDRAO PATIL,Nationalist Congress Party – Sharadchandra Pawar,,,,,,,,,,,,,GEN,,,,,,58,0.7,328994,230315,,16085,0.07,244,328994,230315,,,0
,,,,,,Dhananjay Vitthalrao Patil,AC_all_winning_cand.csv,MH2024AC245,Maharashtra,Maharashtra,Madha,,Abhijeet Dhananjay Patil,Nationalist Congress Party – Sharadchandra Pawar,,,,,,,,,,,,,GEN,,,,,,41,0.761,352691,268270,,30621,0.114,245,352691,268270,,,0
,,,,,,Gangadhar Balwant Sopal,AC_all_winning_cand.csv,MH2024AC246,Maharashtra,Maharashtra,Barshi,,Dilip Gangadhar Sopal,Shiv Sena (Uddhav Balasaheb Thackrey),,,,,,,,,,,,,GEN,,,,,,75,0.739,337499,249347,,6472,0.026,246,337499,249347,,,0
,,,,,,KHARE DNYANU BHAIRU,AC_all_winning_cand.csv,MH2024AC247,Maharashtra,Maharashtra,Mohol,,Khare Raju Dnyanu,Nationalist Congress Party – Sharadchandra Pawar,,,,,,,,,,,,,SC,,,,,,48,0.696,331458,230737,,30202,0.131,247,331458,230737,,,0
,,,,,,DESHMUKH SIDRAMAPPA MALLIKARJUN,AC_all_winning_cand.csv,MH2024AC248,Maharashtra,Maharashtra,Solapur City North,,Deshmukh Vijay Sidramappa,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,60,0.584,328572,191787,,54583,0.285,248,328572,191787,,,0
Solapur City North,,Solapur,,332,,KOTHE RAJESH VISHNUPANTH,AC_all_winning_cand.csv,MH2024AC249,Maharashtra,Maharashtra,Solapur City Central,,Devendra Rajesh Kothe,Bharatiya Janta Party,,"Former Mayor of Solapur, Candidate for MLA (NCP-Sharadchandra Pawar)",,Uncle,,Mahesh Kothe,MH2024AC249,Uncle,,Maharashtra,,"Former Mayor of Solapur, Candidate for MLA (NCP-Sharadchandra Pawar)",GEN,MH2024AC249,,"Mayor (Dates not public), MLA Candidate 2014, 2019, 2024",,"Mayor (Dates not public), MLA Candidate 2014, 2019, 2024",34,0.58,346677,201000,,48850,0.243,249,346677,201000,,,1
,,,,,,Kalyanshetti Panchappa Tippanna,AC_all_winning_cand.csv,MH2024AC250,Maharashtra,Maharashtra,Akkalkot,,Kalyanshetti Sachin Panchappa,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,44,0.667,383479,255895,,49572,0.194,250,383479,255895,,,0
,,,,,,DESHMUKH SURESHCHANDRA KESHAVRAO,AC_all_winning_cand.csv,MH2024AC251,Maharashtra,Maharashtra,Solapur South,,Deshmukh Subhash Sureshchandra,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,67,0.588,382754,225132,,77127,0.343,251,382754,225132,,,0
,,,,,,AUTADE MAHADEO BABURAO,AC_all_winning_cand.csv,MH2024AC252,Maharashtra,Maharashtra,Pandharpur,,Autade Samadhan Mahadeo,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,48,0.7,373684,261724,,8430,0.032,252,373684,261724,,,0
Sangole,,Solapur,,339,,ANNASAHEB GANPATRAO DESHMUKH,AC_all_winning_cand.csv,MH2024AC253,Maharashtra,Maharashtra,Sangole,,Dr. Babasaheb Annasaheb Deshmukh,Peasants And Workers Party Of India,,Member of Maharashtra Legislative Assembly (MLA) - Peasants and Workers Party of India,,Grandfather,,Ganpathrao Deshmukh,MH2024AC253,Grandfather,,Maharashtra,,Member of Maharashtra Legislative Assembly (MLA) - Peasants and Workers Party of India,GEN,MH2024AC253,,"11 terms (1952-2014, precise span available in assembly records)",,"11 terms (1952-2014, precise span available in assembly records)",37,0.787,333493,262573,,25386,0.097,253,333493,262573,,,1
,,,,,,SHIVDAS SHANKAR JANKAR,AC_all_winning_cand.csv,MH2024AC254,Maharashtra,Maharashtra,Malshiras,,Uttamrao Shivdas Jankar,Nationalist Congress Party – Sharadchandra Pawar,,,,,,,,,,,,,SC,,,,,,58,0.689,349568,240972,,13147,0.055,254,349568,240972,,,0
,,,,,,Sudhakar Gajanan Kamble,AC_all_winning_cand.csv,MH2024AC255,Maharashtra,Maharashtra,Phaltan,,Sachin Patil,Nationalist Congress Party,,,,,,,,,,,,,SC,,,,,,54,0.716,339662,243069,,17046,0.07,255,339662,243069,,,0
,,,,,,LAXMANRAO PANDURANG JADHAV (PATIL),AC_all_winning_cand.csv,MH2024AC256,Maharashtra,Maharashtra,Wai,,Makrand Laxmanrao Jadhav (PATIL),Nationalist Congress Party,,,,,,,,,,,,,GEN,,,,,,59,0.677,347090,235041,,61392,0.261,256,347090,235041,,,0
,,,,,,SAMBHAJIRAJE JIJABA SHINDE,AC_all_winning_cand.csv,MH2024AC257,Maharashtra,Maharashtra,Koregaon,,Mahesh Sambhajiraje Shinde,Shiv Sena,,,,,,,,,,,,,GEN,,,,,,49,0.782,321122,251216,,45063,0.179,257,321122,251216,,,0
,,,,,,BHAGAVANRAO RAMCHANDRA GORE,AC_all_winning_cand.csv,MH2024AC258,Maharashtra,Maharashtra,Man,,Jaykumar Bhagavanrao Gore,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,49,0.728,360662,262618,,49675,0.189,258,360662,262618,,,0
