Age,Constituency Name,District Name,Family ID,Father/Husband Name,Winning Candidate,Name,Party,Pc Name,Political Role,Relation,State,State Name,Type,UID,UID (PC all relatives.csv),if dynasty,Year,Years Held,Electors,Margin,Margin %,No,Turnout,Votes,States
,,,,,Surendra Prasad Yadav,,Rashtriya Janata Dal,Jhanjharpur,,,Bihar [1947 - 1999],,GEN,BR1998PC14,,0,1998,,1053245,37268,0.053,14,0.67,705635,Bihar
,,,,,Rajendra Agnihotri,,Bharatiya Janta Party,Jhansi,,,Uttar Pradesh [1947 - 1999],,GEN,UP1998PC61,,0,1998,,1298180,50368,0.064,61,0.603,782854,Uttar Pradesh
,,,,,Murmu Rupchand,,Communist Party Of India (MARXIST),Jhargram,,,West Bengal,,ST,WB1998PC33,,0,1998,,971208,287188,0.35,33,0.846,821526,West Bengal
,,,,,Sisram Ola,,All India Indira Congress (SECULAR),Jhunjhunu,,,Rajasthan,,GEN,RJ1998PC04,,0,1998,,1153561,37859,0.049,4,0.671,773794,Rajasthan
,,,,,Ashok Gahlot,,Indian National Congress,Jodhpur,,,Rajasthan,,GEN,RJ1998PC24,,0,1998,,1313063,5444,0.007,24,0.589,772855,Rajasthan
,,,,,Bijoy Krishna Handique,,Indian National Congress,Jorhat,,,Assam,,GEN,AS1998PC12,,0,1998,,1003081,162009,0.468,12,0.345,346461,Assam
,,,,,Sanat Kumar Mandal,,Revolutionary Socialist Party,Joynagar,,,West Bengal,,GEN,WB1998PC15,,0,1998,,1100779,176061,0.205,15,0.78,858356,West Bengal
,Unknown,Unknown,326,,Inder Kumar Gujral,Avtar Narain Gujral,Janata Dal,Jullundur,Freedom fighter and prominent politician (held multiple positions in pre-independence Punjab),Father,Punjab,Punjab,SC,PB1998PC04,PB1998PC04,1,1998,Pre-independence (exact years not specified),1112633,131016,0.201,4,0.585,650836,Punjab
,,,,,Chikhaliya Bhavanaben Devrajbhai,,Bharatiya Janta Party,Junagadh,,,Gujarat,,GEN,GJ1998PC06,,0,1998,,1058322,90311,0.145,6,0.588,622755,Gujarat
,,,,,Dinsha Patel,,Indian National Congress,Kaira,,,Gujarat,,ST,GJ1998PC19,,0,1998,,1036850,40215,0.062,19,0.628,650649,Gujarat
,,,,,Virendra Verma,,Bharatiya Janta Party,Kairana,,,Uttar Pradesh [1947 - 1999],,GEN,UP1998PC83,,0,1998,,1091741,62175,0.086,83,0.664,725265,Uttar Pradesh
,,,,,Beni Prasad Verma,,Samajwadi Party,Kaiserganj,,,Uttar Pradesh [1947 - 1999],,GEN,UP1998PC30,,0,1998,,1109345,24971,0.037,30,0.612,679338,Uttar Pradesh
,Unknown,Unknown,332,,Krishnamraju U.V.,Uppalapati Surya Narayana Raju,Bharatiya Janta Party,Kakinada,"None known (Film Producer, no record of contesting or holding political office)",Brother,Andhra Pradesh,Unknown,GEN,AP1998PC07,AP1998PC07,1,1998,Unknown,1159644,67799,0.083,7,0.703,815242,Andhra Pradesh
,Kalahandi,Kalahandi,334,,Bikram Keshari Deo,Pratap Keshari Deo,Bharatiya Janta Party,Kalahandi,"Member of Parliament, Lok Sabha",Father,Orissa,Orissa,GEN,OR1998PC14,OR1998PC14,1,1998,"Multiple terms prior to Bikram Keshari Deo; specific years include 1952, 1957, 1962, 1967, and 1971",1016062,119914,0.193,14,0.611,621213,Orissa
,Kaliabor,Nagaon,337,,Tarun Gogoi,Dip Gogoi,Indian National Congress,Kaliabor,"Member of Parliament, Lok Sabha",Brother,Assam,Assam,GEN,AS1998PC11,AS1998PC11,1,1998,2002–2014,1110399,232335,0.35,11,0.599,664635,Assam
,,,,,M.Srinivas,,Bharatiya Janta Party,Kanakapura,,,Karnataka,,GEN,KA1998PC11,,0,1998,,1921886,16441,0.013,11,0.639,1228049,Karnataka
,Hubli-Dharwad,Dharwad,340,,Anant Kumar,Girija Shastry,Bharatiya Janta Party,Kanara,"Deputy Mayor, Hubli-Dharwad Municipal Corporation",Mother,Karnataka,Karnataka,SC,KA1998PC22,KA1998PC22,1,1998,1985-1986,1086420,87047,0.119,22,0.673,730812,Karnataka
,,,,,Shanta Kumar,,Bharatiya Janta Party,Kangra,,,Himachal Pradesh,,GEN,HP1998PC03,,0,1998,,896183,59235,0.092,3,0.717,642612,Himachal Pradesh
,,,,,Sohan Potai,,Bharatiya Janta Party,Kanker,,,Madhya Pradesh [1947 - 1999],,ST,MP1998PC19,,0,1998,,999132,54370,0.089,19,0.609,608280,Madhya Pradesh
,,,,,Pradeep Kumar Yadav,,Samajwadi Party,Kannauj,,,Uttar Pradesh [1947 - 1999],,GEN,UP1998PC67,,0,1998,,1155629,42504,0.06,67,0.611,706324,Uttar Pradesh
,,,,,Jagat Veer Singh Dron,,Bharatiya Janta Party,Kanpur,,,Uttar Pradesh [1947 - 1999],,GEN,UP1998PC65,,0,1998,,1401922,136009,0.198,65,0.491,687998,Uttar Pradesh
,,,,,Chauhan Jaysinhji Manshingji,,Bharatiya Janta Party,Kapadvanj,,,Gujarat,,GEN,GJ1998PC16,,0,1998,,1103937,51294,0.072,16,0.645,711794,Gujarat
,Karad,Satara,346,,Chavan Prithviraj Dajisaheb,Dajisaheb Ramrao Chavan,Indian National Congress,Karad,"Member of Parliament (Lok Sabha), Union Deputy Minister for Defence and Law",Father,Maharashtra,Maharashtra,GEN,MH1998PC45,MH1998PC45,1,1998,1957-1973,1026239,172907,0.264,45,0.639,656187,Maharashtra
,,,,,Nepal Chandra Das,,Indian National Congress,Karimganj,,,Assam,,SC,AS1998PC01,,0,1998,,942749,10468,0.014,1,0.792,746525,Assam
,"Karimnagar (MP), Sircilla (MLA)",Karimnagar,349,,Chennamaneni Vidyasagar Rao,Chennamaneni Rajeshwara Rao,Bharatiya Janta Party,Karimnagar,"Member of Parliament (Lok Sabha) - Communist Party of India (CPI, later CPI(M)), MLA from Sircilla",Brother,Andhra Pradesh,Andhra Pradesh (now in Telangana),GEN,AP1998PC37,AP1998PC37,1,1998,"1950s–1990s (multiple terms as MLA, MP 1967–1971 and others)",1248019,95997,0.122,37,0.628,784303,Andhra Pradesh
,Adampur,Hisar,352,,Bhajan Lal,Jasma Devi,Indian National Congress,Karnal,"MLA, Adampur (Haryana)",Wife,Haryana,Haryana,SC,HR1998PC03,HR1998PC03,1,1998,1987-1991,1137817,52061,0.065,3,0.709,806138,Haryana
,Sasaram (among others),Rohtas,356,,Meira Kumar,Babu Jagjivan Ram,Indian National Congress,Karol Bagh,"Deputy Prime Minister of India, Union Minister, Member of Parliament (Multiple terms)",Father,Delhi [1977 Onwards],Bihar,GEN,DL1998PC07,DL1998PC07,1,1998,1936-1986,553436,4826,0.016,7,0.545,301788,Delhi
,,,,,Thambi Durai.M,,All India Anna Dravida Munnetra Kazhagam,Karur,,,Tamil Nadu,,GEN,TN1998PC26,,0,1998,,1130361,43673,0.065,26,0.598,676450,Tamil Nadu
,,,,,T. Govindan,,Communist Party Of India (MARXIST),Kasaragod,,,Kerala,,GEN,KL1998PC01,,0,1998,,1141067,48240,0.055,1,0.764,871934,Kerala
,Sikandra,Jamui,360,,Tariq Anawar,Shah Mushtaque Ahmed,Indian National Congress,Katihar,"Member, Bihar Legislative Assembly from Sikandra Assembly constituency; Chairman of Bihar State Sunni Waqf Board; Chairman of Bihar State Urdu Academy",Father,Bihar [1947 - 1999],Bihar,GEN,BR1998PC25,BR1998PC25,1,1998,Unknown (active in mid-late 1900s; exact years not publicly listed),1038547,20437,0.029,25,0.689,715223,Bihar
,,,,,Zahedi Mahboob,,Communist Party Of India (MARXIST),Katwa,,,West Bengal,,GEN,WB1998PC40,,0,1998,,1156542,138707,0.144,40,0.835,965238,West Bengal
,,,,,Prabhat Kumar Samantaray,,Biju Janata Dal,Kendrapara,,,Orissa,,ST,OR1998PC05,,0,1998,,1099066,7825,0.012,5,0.599,658175,Orissa
,Keonjhar,Keonjhar,366,,Upendranath Nayak,Ananta Nayak,Bharatiya Janta Party,Keonjhar,"Member of Parliament, Lok Sabha (Keonjhar), Member of National Commission for Scheduled Tribes","Unknown (likely relative, possible son or nephew based on succession and surname, but primary sources do not explicitly confirm direct relationship)",Orissa,Odisha,ST,OR1998PC21,OR1998PC21,1,1998,"1999–2009, 2024–Present",1056441,86275,0.131,21,0.624,659477,Orissa
,Tarapur,Munger,367,,Shakuni Choudhury,Parvati Devi,Samata Party,Khagaria,"MLA, Tarapur Assembly Constituency",Spouse,Bihar [1947 - 1999],Bihar,GEN,BR1998PC31,BR1998PC31,1,1998,Unknown (before her death in 2022; tenure during the 2000s mentioned),1044743,83187,0.11,31,0.722,754620,Bihar
,,,,,Uma Bharti,,Bharatiya Janta Party,Khajuraho,,,Madhya Pradesh [1947 - 1999],,GEN,MP1998PC06,,0,1998,,1302697,103847,0.125,6,0.638,831222,Madhya Pradesh
,,,,,Indrajeet Mishra,,Bharatiya Janta Party,Khalilabad,,,Uttar Pradesh [1947 - 1999],,GEN,UP1998PC36,,0,1998,,1205516,2100,0.003,36,0.538,648340,Uttar Pradesh
,,,,,Nadendla Bhaskar Rao,,Indian National Congress,Khammam,,,Andhra Pradesh,,GEN,AP1998PC40,,0,1998,,1228959,11664,0.013,40,0.747,917369,Andhra Pradesh
,,,,,Nandkumar Singh Chouhan (NANDU BHAIYA),,Bharatiya Janta Party,Khandwa,,,Madhya Pradesh [1947 - 1999],,GEN,MP1998PC34,,0,1998,,1050679,44520,0.068,34,0.628,659265,Madhya Pradesh
,,,,,Rameshwar Patidar,,Bharatiya Janta Party,Khargone,,,Madhya Pradesh [1947 - 1999],,GEN,MP1998PC35,,0,1998,,1071528,20679,0.031,35,0.616,659552,Madhya Pradesh
,,,,,Mohol Ashok Namdeorao,,Indian National Congress,Khed,,,Maharashtra,,SC,MH1998PC41,,0,1998,,1059209,101430,0.161,41,0.595,629904,Maharashtra
,Kheri,Lakhimpur Kheri,375,,Ravi Prakash Verma,Balgovind Verma,Samajwadi Party,Kheri,Member of Parliament (Lok Sabha),Father,Uttar Pradesh [1947 - 1999],Uttar Pradesh,GEN,UP1998PC15,UP1998PC15,1,1998,Multiple terms prior to 1998,1233463,57881,0.09,15,0.524,645790,Uttar Pradesh
,,,,,Kariya Munda,,Bharatiya Janta Party,Khunti,,,Bihar [1947 - 1999],,ST,BR1998PC52,,0,1998,,833558,39949,0.084,52,0.571,476050,Bihar
,,,,,Ashok Kumar Pradhan,,Bharatiya Janta Party,Khurja,,,Uttar Pradesh [1947 - 1999],,SC,UP1998PC77,,0,1998,,1257489,229399,0.396,77,0.461,579644,Uttar Pradesh
,,,,,Taslim Uddin,,Rashtriya Janata Dal,Kishanganj,,,Bihar [1947 - 1999],,GEN,BR1998PC23,,0,1998,,1129066,6488,0.009,23,0.655,739665,Bihar
,Unknown,Giridih,382,,Ritlal Prasad Verma,Jagdish Kushwaha,Bharatiya Janta Party,Kodarma,"Local political leader, noted for significant regional political activity",Brother,Bihar [1947 - 1999],Jharkhand,GEN,BR1998PC45,BR1998PC45,1,1998,Active during Ritlal Prasad Verma's lifetime,1139228,97911,0.144,45,0.598,680671,Bihar
,,,,,Sansuma Khunggur Bwiswmuthiary,,Independent,Kokrajhar,,,Assam,,ST,AS1998PC05,,0,1998,,1169792,41432,0.053,5,0.672,786072,Assam
,,,,,Ramsheth Thakur,,Peasants And Workers Party Of India,Kolaba,,,Maharashtra,,GEN,MH1998PC03,,0,1998,,1120507,9126,0.013,3,0.644,721677,Maharashtra
,,,,,K.H.Muniyappa,,Indian National Congress,Kolar,,,Karnataka,,GEN,KA1998PC10,,0,1998,,1080364,77972,0.1,10,0.723,780806,Karnataka
,,,,,Mandlik Sadashiv Rao Dadoba,,Indian National Congress,Kolhapur,,,Maharashtra,,GEN,MH1998PC48,,0,1998,,1041201,61598,0.086,48,0.692,720381,Maharashtra
,Rahuri (cooperative),Ahmednagar,390,,Tanpure Prasad Baburao,Usha Prasad Tanpure,Indian National Congress,Kopargaon,"Director, Baburao Bapuji Tanpure Cooperative Sugar Factory (elected to board, political role at cooperative level)",Spouse,Maharashtra,Maharashtra,GEN,MH1998PC40,MH1998PC40,1,1998,Unknown,935133,79240,0.131,40,0.649,606478,Maharashtra
,,,,,H.G.Ramulu,,Indian National Congress,Koppal,,,Karnataka,,SC,KA1998PC04,,0,1998,,1212089,83122,0.114,4,0.599,726342,Karnataka
,Koraput,Koraput,393,,Giridhar Gamang,Hema Gamang,Indian National Congress,Koraput,"Member of Parliament, Lok Sabha",Spouse,Orissa,Odisha,ST,OR1998PC12,OR1998PC12,1,1998,1999-2004,1084705,81516,0.159,12,0.473,513511,Orissa
,"Tonk-Sawai Madhopur (2009-2014), Sawai Madhopur (2004-2009), Dausa (Contested 2014, lost)","Sawai Madhopur, Tonk, Dausa",395,,Ram Narain Meena,Namo Narain Meena,Indian National Congress,Kota,"Member of Parliament (Lok Sabha) and Union Minister of State (Finance, Environment & Forests)",Brother,Rajasthan,Rajasthan,GEN,RJ1998PC14,RJ1998PC14,1,1998,"2004-2014 (MP), 2004-2009 (Minister of State for Environment & Forests), 2009-2014 (Minister of State for Finance)",1159032,17428,0.023,14,0.643,744645,Rajasthan
,,,,,Suresh Kurup,,Communist Party Of India (MARXIST),Kottayam,,,Kerala,,GEN,KL1998PC13,,0,1998,,982587,5446,0.008,13,0.733,719864,Kerala
,,,,,Ajoy Mukhopadhyay,,Communist Party Of India (MARXIST),Krishnagar,,,West Bengal,,GEN,WB1998PC11,,0,1998,,1068080,40672,0.045,11,0.841,897928,West Bengal
,,,,,Munusamy K.P.,,All India Anna Dravida Munnetra Kazhagam,Krishnagiri,,,Tamil Nadu,,GEN,TN1998PC14,,0,1998,,1115876,49349,0.076,14,0.581,648144,Tamil Nadu
,,,,,Kotla Vijaya Bhaskara Reddy,,Indian National Congress,Kurnool,,,Andhra Pradesh,,GEN,AP1998PC26,,0,1998,,1137417,12836,0.017,26,0.674,766572,Andhra Pradesh
,,,,,Kailasho Devi,,Haryana Lok Dal (RASTRIYA),Kurukshetra,,,Haryana,,GEN,HR1998PC02,,0,1998,,1089508,141520,0.183,2,0.71,773841,Haryana
,,,,,Gadhvi Pushpadan Shambhudan,,Bharatiya Janta Party,Kutch,,,Gujarat,,SC,GJ1998PC01,,0,1998,,827837,61025,0.126,1,0.584,483208,Gujarat
,,,,,Syed Hussain,,Jammu & Kashmir National Conference,Ladakh,,,Jammu & Kashmir,,GEN,JK1998PC04,,0,1998,,143492,30557,0.29,4,0.734,105265,Jammu & Kashmir
,Naoboicha,Lakhimpur,404,,Ranee Narah,Bharat Narah,Indian National Congress,Lakhimpur,Member of the Assam Legislative Assembly (MLA); Cabinet Minister in Assam Government,Spouse,Assam,Assam,GEN,AS1998PC14,AS1998PC14,1,1998,"Multiple terms since 1985 (notably six terms), held ministerial posts at various times",1057801,120782,0.171,14,0.667,705158,Assam
,,,,,P.M. Sayeed,,Indian National Congress,Lakshadweep,,,Lakshadweep,,ST,LD1998PC01,,0,1998,,36738,964,0.031,1,0.851,31264,Lakshadweep
,,,,,Daroga Prasad Saroj,,Samajwadi Party,Lalganj,,,Uttar Pradesh [1947 - 1999],,SC,UP1998PC46,,0,1998,,1306839,16996,0.024,46,0.541,707276,Uttar Pradesh
,,,,,Patil Shivraj Vishwanath,,Indian National Congress,Latur,,,Maharashtra,,GEN,MH1998PC35,,0,1998,,1060340,3327,0.005,35,0.682,723116,Maharashtra
,,,,,Indra Nath Bhagat,,Indian National Congress,Lohardaga,,,Bihar [1947 - 1999],,ST,BR1998PC53,,0,1998,,938513,19397,0.037,53,0.559,524858,Bihar
,,,,,Atal Bihari Vajpayee,,Bharatiya Janta Party,Lucknow,,,Uttar Pradesh [1947 - 1999],,GEN,UP1998PC20,,0,1998,,1512907,216263,0.287,20,0.498,753528,Uttar Pradesh
,,,,,Amrik Singh Aliwal,,Shiromani Akali Dal,Ludhiana,,,Punjab,,SC,PB1998PC09,,0,1998,,1416557,9212,0.012,9,0.532,753990,Punjab
,,,,,Chinmayanand,,Bharatiya Janta Party,Machhlishahr,,,Uttar Pradesh [1947 - 1999],,GEN,UP1998PC47,,0,1998,,1251473,41534,0.059,47,0.558,698408,Uttar Pradesh
,,,,,Kavuru Sambasiva Rao,,Indian National Congress,Machilipatnam,,,Andhra Pradesh,,GEN,AP1998PC12,,0,1998,,993538,81092,0.116,12,0.705,700195,Andhra Pradesh
,"Raghopur, Sonepur, Legislative Council","Vaishali, Saran",414,,Lalu Prasad,Rabri Devi,Rashtriya Janata Dal,Madhepura,Chief Minister of Bihar; Member of Bihar Legislative Assembly and Council,Spouse,Bihar [1947 - 1999],Bihar,GEN,BR1998PC21,BR1998PC21,1,1998,"1997-2005; MLA (1997-2022), MLC (2022-present)",997175,51983,0.081,21,0.646,644414,Bihar
,"Khajauli (1952, 1957, 1962), Harlakhi (1969, 1972)",Madhubani,422,,Dr.Shakeel Ahmad,Shakoor Ahmad,Indian National Congress,Madhubani,"Member of Bihar Legislative Assembly (MLA), Congress; Deputy Speaker of Bihar Assembly",Father,Bihar [1947 - 1999],Bihar,GEN,BR1998PC13,BR1998PC13,1,1998,"1952-1962 (Khajauli), 1969-1972 (Harlakhi), Deputy Speaker 1970-1977",1102007,16485,0.023,13,0.661,727952,Bihar
,Unknown,Unknown,426,,Murasoli Maran,Murasoli Selvam,Dravida Munetra Kazhagam,Madras Central,Contested DMK party internal positions; nominated member of DMK committees; not elected to public office,Brother,Tamil Nadu,Tamil Nadu,GEN,TN1998PC02,TN1998PC02,1,1998,Unknown,1206719,71727,0.12,2,0.495,597280,Tamil Nadu
,,,,,Kuppusami C,,Dravida Munetra Kazhagam,Madras North,,,Tamil Nadu,,SC,TN1998PC01,,0,1998,,1880857,69093,0.079,1,0.466,876109,Tamil Nadu
,,,,,Baalu T.R.,,Dravida Munetra Kazhagam,Madras South,,,Tamil Nadu,,GEN,TN1998PC03,,0,1998,,1936771,20014,0.022,3,0.474,917040,Tamil Nadu
,,,,,Subramanian Swamy,,Janta Party,Madurai,,,Tamil Nadu,,GEN,TN1998PC24,,0,1998,,1349265,20897,0.031,24,0.501,676204,Tamil Nadu
,,,,,S.Jaipal Reddy,,Janata Dal,Mahabubnagar,,,Andhra Pradesh,,GEN,AP1998PC29,,0,1998,,1231361,22641,0.03,29,0.618,761072,Andhra Pradesh
,,,,,Prabhunath Singh,,Samata Party,Maharajganj,,,Bihar [1947 - 1999],,GEN,BR1998PC06,,0,1998,,982307,205553,0.306,6,0.684,672280,Bihar
,Unknown,Maharajganj,431,,Pankaj Choudhari,Ujjwal Chaudhary,Bharatiya Janta Party,Maharajganj,"President, District Panchayat",Mother,Uttar Pradesh [1947 - 1999],Uttar Pradesh,GEN,UP1998PC39,UP1998PC39,1,1998,Not publicly specified (held in Maharajganj),1102118,26940,0.041,39,0.598,658727,Uttar Pradesh
,,,,,Chandrashekhar Sahu (CHAMPU),,Bharatiya Janta Party,Mahasamund,,,Madhya Pradesh [1947 - 1999],,GEN,MP1998PC18,,0,1998,,1034321,47732,0.07,18,0.66,683110,Madhya Pradesh
,"Various (including Mahendragarh, Jatusana)","Mahendragarh, Rewari",432,,Inderjit Singh,Rao Birender Singh,Indian National Congress,Mahendragarh,"Chief Minister of Haryana, MP, Union Agriculture, Food and Civil Supply Minister",Father,Haryana,Haryana,GEN,HR1998PC07,HR1998PC07,1,1998,"1967 (Chief Minister), multiple terms as MP and Union Minister",1225797,68136,0.085,7,0.656,803923,Haryana
,,,,,Balram Singh Yadav,,Samajwadi Party,Mainpuri,,,Uttar Pradesh [1947 - 1999],,GEN,UP1998PC69,,0,1998,,1092406,10366,0.016,69,0.593,648244,Uttar Pradesh
,"Malda, Malda South",Malda,434,,Abul Barkat Ataul Ghani Khan Choudhury,Abu Hasem Khan Choudhury,Indian National Congress,Malda,"Member of Parliament, Lok Sabha; Minister of State for Health and Family Welfare",Brother,West Bengal,West Bengal,GEN,WB1998PC07,WB1998PC07,1,1998,2006–present (MP); 2012–2014 (Minister),1030986,49082,0.058,7,0.821,846069,West Bengal
,,,,,Kahandole Zamaru Mangalu,,Indian National Congress,Malegaon,,,Maharashtra,,GEN,MH1998PC13,,0,1998,,1072090,61196,0.119,13,0.481,515597,Maharashtra
,,,,,Maheshwar Singh,,Bharatiya Janta Party,Mandi,,,Himachal Pradesh,,GEN,HP1998PC02,,0,1998,,931708,131832,0.269,2,0.527,490660,Himachal Pradesh
,,,,,Faggan Singh Kulaste,,Bharatiya Janta Party,Mandla,,,Madhya Pradesh [1947 - 1999],,ST,MP1998PC24,,0,1998,,964951,13512,0.023,24,0.609,587431,Madhya Pradesh
,,,,,Dr. Laxminarayan Pandey,,Bharatiya Janta Party,Mandsaur,,,Madhya Pradesh [1947 - 1999],,GEN,MP1998PC40,,0,1998,,1168925,17702,0.021,40,0.726,848305,Madhya Pradesh
,,,,,Gamit Chhitubhai Devjibhai,,Indian National Congress,Mandvi,,,Gujarat,,GEN,GJ1998PC25,,0,1998,,1042988,16486,0.025,25,0.632,659311,Gujarat
,Mandya,Mandya,444,,Ambareesh,Sumalatha Ambareesh,Janata Dal,Mandya,"Member of Parliament (Lok Sabha), Mandya; Independent MP (2019–2024), later joined BJP (2024)",Spouse,Karnataka,Karnataka,GEN,KA1998PC14,KA1998PC14,1,1998,"2019-2024 (MP), Joined BJP in 2024",1067217,180523,0.227,14,0.745,794821,Karnataka
,,,,,Madhab Rajbangshi,,Indian National Congress,Mangaldoi,,,Assam,,GEN,AS1998PC08,,0,1998,,1178102,130577,0.185,8,0.599,705749,Assam
,,,,,V.Dhananjaya Kumar,,Bharatiya Janta Party,Mangalore,,,Karnataka,,GEN,KA1998PC17,,0,1998,,971958,6907,0.01,17,0.737,715912,Karnataka
,,,,,E. Ahamed,,Muslim League Kerala State Committee,Manjeri,,,Kerala,,GEN,KL1998PC05,,0,1998,,1174799,106009,0.13,5,0.692,813036,Kerala
,,,,,Tejveer,,Bharatiya Janta Party,Mathura,,,Uttar Pradesh [1947 - 1999],,GEN,UP1998PC74,,0,1998,,1175879,190030,0.301,74,0.537,631582,Uttar Pradesh
,,,,,Radhika Ranjan Pramanik,,Communist Party Of India (MARXIST),Mathurapur,,,West Bengal,,GEN,WB1998PC16,,0,1998,,1061625,101876,0.118,16,0.81,860017,West Bengal
,,,,,Prof. P.J. Kurien,,Indian National Congress,Mavelikara,,,Kerala,,SC,KL1998PC16,,0,1998,,893600,1261,0.002,16,0.7,625038,Kerala
,,,,,"Krishnamoorthy, K.",,Tamil Maanila Congress (MOOPANAR),Mayiladuturai,,,Tamil Nadu,,SC,TN1998PC29,,0,1998,,990666,42456,0.066,29,0.65,643606,Tamil Nadu
,Rairangpur (MLA years),Mayurbhanj,452,,Salkhan Murmu,Droupadi Murmu,Bharatiya Janta Party,Mayurbhanj,"President of India, former Governor of Jharkhand, former MLA, and former Minister in Odisha",Cousin,Orissa,Odisha,GEN,OR1998PC01,OR1998PC01,1,1998,"President (2022–present), Governor of Jharkhand (2015–2021), MLA (2000–2009), Minister (2000–2004)",928074,74319,0.123,1,0.653,605559,Orissa
,,,,,M.Baga Reddy,,Indian National Congress,Medak,,,Andhra Pradesh,,GEN,AP1998PC33,,0,1998,,1221385,16480,0.021,33,0.658,803484,Andhra Pradesh
,Unknown,Unknown,454,,Amar Pal Singh,Thakur Krishna Chauhan,Bharatiya Janta Party,Meerut,"Member, Uttar Pradesh Legislative Assembly",Uncle,Uttar Pradesh [1947 - 1999],Uttar Pradesh,GEN,UP1998PC80,UP1998PC80,1,1998,Unknown,1263086,48805,0.064,80,0.604,762363,Uttar Pradesh
,,,,,Dr. A.K.Patel,,Bharatiya Janta Party,Mehsana,,,Gujarat,,GEN,GJ1998PC12,,0,1998,,1080869,125334,0.162,12,0.715,772492,Gujarat
,Baroda State,Baroda,456,,Indrajit Gupta,Behari Lal Gupta,Communist Party Of India,Midnapore,Dewan of Baroda (head of government under the Maharaja),Grandfather,West Bengal,Gujarat,GEN,WB1998PC32,WB1998PC32,1,1998,Late 19th-early 20th century,1081863,275519,0.315,32,0.808,874531,West Bengal
,,,,,Baddam Narsimha Reddy,,Indian National Congress,Miryalguda,,,Andhra Pradesh,,GEN,AP1998PC42,,0,1998,,1227647,14498,0.017,42,0.709,869759,Andhra Pradesh
,,,,,Virendra Singh,,Bharatiya Janta Party,Mirzapur,,,Uttar Pradesh [1947 - 1999],,GEN,UP1998PC54,,0,1998,,1339838,52777,0.061,54,0.646,865268,Uttar Pradesh
,,,,,Ram Shanker,,Bahujan Samaj Party,Misrikh,,,Uttar Pradesh [1947 - 1999],,SC,UP1998PC18,,0,1998,,1086906,1495,0.002,18,0.568,617269,Uttar Pradesh
,,,,,Dr. H. Lallungmuana,,Independent,Mizoram,,,Mizoram,,ST,MZ1998PC01,,0,1998,,442457,41,0,1,0.696,307767,Mizoram
,,,,,Reena Chaudhary,,Samajwadi Party,Mohanlalganj,,,Uttar Pradesh [1947 - 1999],,SC,UP1998PC21,,0,1998,,1129438,11164,0.019,21,0.527,594616,Uttar Pradesh
,,,,,"Bijoy Kumar ""bijoy""",,Rashtriya Janata Dal,Monghyr,,,Bihar [1947 - 1999],,GEN,BR1998PC32,,0,1998,,1147447,4065,0.005,32,0.683,784083,Bihar
,,,,,Dr. Shafiqur Rahman Barq,,Samajwadi Party,Moradabad,,,Uttar Pradesh [1947 - 1999],,GEN,UP1998PC07,,0,1998,,1145086,36481,0.049,7,0.645,738542,Uttar Pradesh
,Morena,Morena,464,,Ashok Chhabiram,Chhaviram Argal,Bharatiya Janta Party,Morena,"Member of Parliament, Lok Sabha (Morena, BLD)",Father,Madhya Pradesh [1947 - 1999],Madhya Pradesh,SC,MP1998PC01,MP1998PC01,1,1998,1977,1241633,68121,0.105,1,0.521,647386,Madhya Pradesh
,,,,,Sardinha Francisco Caetano,,Indian National Congress,Mormugao,,,Goa,,GEN,GA1998PC02,,0,1998,,485339,7850,0.027,2,0.607,294509,Goa
,Unknown,Unknown,466,,Rama Devi,Brij Bihari Prasad,Rashtriya Janata Dal,Motihari,"Cabinet Minister, Government of Bihar",Spouse,Bihar [1947 - 1999],Bihar,GEN,BR1998PC03,BR1998PC03,1,1998,1995-2005,1112139,88074,0.131,3,0.604,671416,Bihar
,,,,,A.C. Jose,,Indian National Congress,Mukundapuram,,,Kerala,,GEN,KL1998PC10,,0,1998,,1034337,8949,0.012,10,0.727,752317,Kerala
,,,,,Ram Naik,,Bharatiya Janta Party,Mumbai North,,,Maharashtra,,SC,MH1998PC09,,0,1998,,2179254,75017,0.073,9,0.473,1031198,Maharashtra
,,,,,Ramdas Athawale,,Republican Party Of India,Mumbai North Central,,,Maharashtra,,GEN,MH1998PC06,,0,1998,,1124726,25232,0.044,6,0.506,569116,Maharashtra
,,,,,Gurudas Kamat,,Indian National Congress,Mumbai North East,,,Maharashtra,,SC,MH1998PC07,,0,1998,,1942261,47452,0.046,7,0.535,1038423,Maharashtra
,,,,,Madhukar Sirpotdar,,Shiv Sena,Mumbai North West,,,Maharashtra,,GEN,MH1998PC08,,0,1998,,1524258,19235,0.024,8,0.517,787764,Maharashtra
,,,,,Deora Murli,,Indian National Congress,Mumbai South,,,Maharashtra,,GEN,MH1998PC04,,0,1998,,709425,21065,0.061,4,0.484,343299,Maharashtra
,,,,,Mohan Vishnu Rawale,,Shiv Sena,Mumbai South Central,,,Maharashtra,,GEN,MH1998PC05,,0,1998,,801740,153,0,5,0.502,402149,Maharashtra
,,,,,Moinul Hassan,,Communist Party Of India (MARXIST),Murshidabad,,,West Bengal,,GEN,WB1998PC09,,0,1998,,1154100,190466,0.203,9,0.814,939684,West Bengal
